cell_id,cell_id,avg_rsrp,lon,lat,cell_el_deg
cell_3_0,cell_3_0,-172.11470445869423,-73.99341587552395,40.81794332776468,12.0
cell_4_0,cell_4_0,-144.9673675927426,-74.00626050487577,40.79564531537502,12.0
cell_4_0,cell_4_0,-159.4900844266507,-73.99071872246634,40.785343896485315,12.0
cell_4_0,cell_4_0,-161.38441338846945,-73.99306080787001,40.78069776007077,12.0
cell_4_0,cell_4_0,-160.19328049386303,-73.99713000553275,40.77988563571083,12.0
cell_4_0,cell_4_0,-155.134959729297,-74.00241138979096,40.78225967971633,12.0
cell_6_0,cell_6_0,-168.74149826156577,-73.98804340630166,40.76851026134579,12.0
cell_4_0,cell_4_0,-173.6297112945128,-73.98511550687986,40.81792972303845,12.0
cell_4_0,cell_4_0,-162.2900712372829,-73.99931265003525,40.80508630103806,12.0
cell_4_0,cell_4_0,-151.51055467387528,-73.99780845122343,40.79604033636629,12.0
cell_4_0,cell_4_0,-161.0936549279095,-73.998345678781,40.778633684157064,12.0
cell_4_0,cell_4_0,-157.68867315788293,-73.99386030913656,40.784249763951955,12.0
cell_4_0,cell_4_0,-150.4782970873655,-74.00702011405778,40.79759160760275,12.0
cell_4_0,cell_4_0,-163.73535774049185,-74.01178586520294,40.77612955263325,12.0
cell_4_0,cell_4_0,-154.77597716287073,-74.01159902169317,40.784016448121086,12.0
cell_4_0,cell_4_0,-167.5705289930791,-73.98212384205986,40.80256021370244,12.0
cell_4_0,cell_4_0,-152.020760393407,-74.00830899501604,40.79801454094948,12.0
cell_3_0,cell_3_0,-173.3990814659276,-73.99302479633066,40.82119776011571,12.0
cell_4_0,cell_4_0,-166.6109395026968,-73.99159815312238,40.807698388675725,12.0
cell_4_0,cell_4_0,-153.08852277453366,-73.9961463035399,40.78658467402213,12.0
cell_4_0,cell_4_0,-137.81913335731105,-74.00796843909819,40.792659195554094,12.0
cell_4_0,cell_4_0,-158.62852469194564,-74.00151810330864,40.78000779571366,12.0
cell_4_0,cell_4_0,-153.56059630207727,-74.00235578341757,40.79913544105426,12.0
cell_4_0,cell_4_0,-139.77060978992512,-74.00753087968391,40.78865647867645,12.0
cell_4_0,cell_4_0,-142.52087426602614,-74.00753282042334,40.7944726152067,12.0
cell_3_0,cell_3_0,-165.42405183458567,-74.00213517459949,40.810423017475834,12.0
cell_4_0,cell_4_0,-175.27350420060714,-73.97421433245171,40.816261310757376,12.0
cell_4_0,cell_4_0,-157.43959255827042,-73.99626059697859,40.782760420602045,12.0
cell_4_0,cell_4_0,-141.45973979422362,-74.0066300203224,40.78777639449695,12.0
cell_4_0,cell_4_0,-169.9597256272413,-73.99536078438021,40.81413181530145,12.0
cell_4_0,cell_4_0,-152.8456854704272,-73.99836415863399,40.7973089752678,12.0
cell_4_0,cell_4_0,-164.7032482501947,-73.98303720563301,40.78662628690982,12.0
cell_4_0,cell_4_0,-151.58702454555174,-73.99931350164279,40.78524695122251,12.0
cell_4_0,cell_4_0,-156.88272028076344,-74.00030385685834,40.800767457645634,12.0
cell_4_0,cell_4_0,-153.60641902447094,-73.99473622468665,40.79438038897059,12.0
cell_4_0,cell_4_0,-156.60578180771142,-73.99304475279236,40.79584282968227,12.0
cell_4_0,cell_4_0,-137.79452009478524,-74.00137009544558,40.78971840344705,12.0
cell_4_0,cell_4_0,-168.791240321476,-73.97666341288136,40.797878621293826,12.0
cell_4_0,cell_4_0,-159.54987571432184,-73.98944544869286,40.79485051665846,12.0
cell_4_0,cell_4_0,-169.41888423988144,-73.987898941862,40.81055979733527,12.0
cell_4_0,cell_4_0,-160.83742694782586,-74.007525612559,40.77814407526671,12.0
cell_3_0,cell_3_0,-166.7947387634013,-73.9992954012278,40.810266966806715,12.0
cell_4_0,cell_4_0,-174.87678268007647,-73.98380903925516,40.82037108064957,12.0
cell_4_0,cell_4_0,-172.92226986635512,-73.97815537313392,40.81236175833237,12.0
cell_4_0,cell_4_0,-163.35716565451844,-73.98877612261782,40.7813009093608,12.0
cell_4_0,cell_4_0,-172.82186537794414,-73.97436499486957,40.80890301090852,12.0
cell_4_0,cell_4_0,-167.58247936816105,-73.97891063668204,40.79760979575134,12.0
cell_4_0,cell_4_0,-161.0750466008442,-73.98966241857686,40.798231461618606,12.0
cell_4_0,cell_4_0,-167.27984171873686,-73.97924484239385,40.79706906489285,12.0
cell_4_0,cell_4_0,-176.64725951146323,-73.97735226309861,40.8222134932352,12.0
cell_4_0,cell_4_0,-175.2567452404933,-73.97102646897031,40.813750907946556,12.0
cell_3_0,cell_3_0,-172.29577141076413,-73.99650538809092,40.820774756678865,12.0
cell_4_0,cell_4_0,-162.1243524862192,-73.98592105526295,40.78912810942368,12.0
cell_4_0,cell_4_0,-167.08052874488828,-73.99250190740489,40.77354031626212,12.0
cell_4_0,cell_4_0,-151.29770056762973,-73.99713457399281,40.78705169099013,12.0
cell_4_0,cell_4_0,-174.92439642145365,-73.98651945915876,40.82150570462453,12.0
cell_4_0,cell_4_0,-163.94056438213187,-73.99794710134276,40.77580797896196,12.0
cell_4_0,cell_4_0,-168.355399035811,-73.99202369281925,40.771772318968026,12.0
cell_4_0,cell_4_0,-164.8423066795175,-73.99782292721765,40.77479894748496,12.0
cell_4_0,cell_4_0,-151.12833778782397,-74.01098442730789,40.79623465593479,12.0
cell_3_0,cell_3_0,-162.2112397806804,-74.0036917081338,40.805772344984405,12.0
cell_4_0,cell_4_0,-178.49374257566333,-73.9684393597663,40.823138289678006,12.0
cell_4_0,cell_4_0,-162.70480395605603,-73.98864852762205,40.78250395385923,12.0
cell_4_0,cell_4_0,-173.06606829105766,-73.98704871084911,40.817445281492915,12.0
cell_4_0,cell_4_0,-166.04938105101195,-73.98508292241698,40.7799791940082,12.0
cell_4_0,cell_4_0,-131.93798709585195,-74.00715541673902,40.7905262400757,12.0
cell_6_0,cell_6_0,-168.80844338615262,-73.98839326121029,40.76943302605302,12.0
cell_3_0,cell_3_0,-164.55742033275652,-74.00335375764087,40.81000481853897,12.0
cell_4_0,cell_4_0,-160.32456011998067,-74.01422595162423,40.780646718580364,12.0
cell_4_0,cell_4_0,-142.06779309533533,-74.00063982931972,40.79346290575353,12.0
cell_4_0,cell_4_0,-172.62448889913296,-73.97860682414318,40.81190482238392,12.0
cell_4_0,cell_4_0,-159.15289501271872,-73.99689424218032,40.80138170100759,12.0
cell_4_0,cell_4_0,-162.5292447641089,-73.98613844362039,40.79563632172543,12.0
cell_4_0,cell_4_0,-157.59095932896582,-74.00631103836022,40.78057551176299,12.0
cell_4_0,cell_4_0,-173.6448525784925,-73.98204245481213,40.816539990663756,12.0
cell_6_0,cell_6_0,-167.26541666648228,-73.985910152325,40.77282841360936,12.0
cell_4_0,cell_4_0,-168.60892711494284,-73.98444849903606,40.806931811588235,12.0
cell_4_0,cell_4_0,-166.43252690580283,-73.9870380674917,40.777571911569744,12.0
cell_4_0,cell_4_0,-140.43703740272093,-74.00424560435269,40.794587032762905,12.0
cell_4_0,cell_4_0,-174.34141363037074,-73.97500793637587,40.814034992337994,12.0
cell_4_0,cell_4_0,-161.8933917940866,-73.98932444113348,40.783124195409506,12.0
cell_4_0,cell_4_0,-147.3472971000038,-73.99775290192429,40.79253488696862,12.0
cell_4_0,cell_4_0,-165.08759126190407,-74.0000902708004,40.80825026871544,12.0
cell_4_0,cell_4_0,-140.1286710607236,-74.00773850613356,40.788691929965964,12.0
cell_4_0,cell_4_0,-165.68528616285954,-73.98199594248605,40.796988898232186,12.0
cell_2_0,cell_2_0,-167.78985300264418,-73.99535034390533,40.76902427066177,12.0
cell_4_0,cell_4_0,-151.89083374601321,-73.99577765549661,40.79399898666362,12.0
cell_4_0,cell_4_0,-175.03717861838535,-73.9809222004314,40.81949671819578,12.0
cell_4_0,cell_4_0,-167.66169211363905,-73.99740220369733,40.811070193093144,12.0
cell_4_0,cell_4_0,-156.19271268882665,-74.00879680713966,40.78195172039595,12.0
cell_4_0,cell_4_0,-169.69639774315965,-73.99161895437804,40.769708166900855,12.0
cell_4_0,cell_4_0,-169.83622764849753,-73.97836056664966,40.80423791911013,12.0
cell_4_0,cell_4_0,-152.37415690260804,-74.00258739542683,40.798545713942374,12.0
cell_4_0,cell_4_0,-167.45895185358282,-73.9979628488028,40.810900321080666,12.0
cell_4_0,cell_4_0,-165.4457201827007,-73.99550831624155,40.80760919542973,12.0
cell_4_0,cell_4_0,-164.88204409235942,-73.98371559858518,40.79779316775328,12.0
cell_4_0,cell_4_0,-157.40007627407462,-74.01568757777984,40.78472808794115,12.0
cell_4_0,cell_4_0,-124.40116492642501,-74.00410906094726,40.79004082213807,12.0
cell_4_0,cell_4_0,-141.15445301636817,-74.00761430746532,40.7883022699865,12.0
cell_4_0,cell_4_0,-173.0969850404738,-73.98820950918369,40.81793970908359,12.0
cell_4_0,cell_4_0,-171.10013596491171,-73.97620295772106,40.80551588507948,12.0
cell_4_0,cell_4_0,-173.13793251880958,-73.9763046806404,40.81155181603499,12.0
cell_4_0,cell_4_0,-159.81001114141307,-74.01130866036613,40.779894748314796,12.0
cell_4_0,cell_4_0,-167.3190749830071,-73.99140750791098,40.808679793753065,12.0
cell_4_0,cell_4_0,-165.4967290092341,-73.99911395217946,40.8085729945783,12.0
cell_4_0,cell_4_0,-152.5258408020465,-74.01022502688473,40.79753824432209,12.0
cell_4_0,cell_4_0,-163.9390407573889,-73.9894640433959,40.77981232718414,12.0
cell_2_0,cell_2_0,-169.71115670608705,-73.98963191448681,40.76546508360469,12.0
cell_4_0,cell_4_0,-159.99272990909222,-73.9973766105804,40.77997735326227,12.0
cell_4_0,cell_4_0,-167.1185179384912,-73.97858841754682,40.79380471682327,12.0
cell_4_0,cell_4_0,-167.53030495461763,-73.98100840494196,40.80106831907985,12.0
cell_4_0,cell_4_0,-170.63056518087876,-73.97701691374192,40.80501896323243,12.0
cell_4_0,cell_4_0,-168.94099507542447,-73.98148861838195,40.805183669645984,12.0
cell_4_0,cell_4_0,-176.64474841470695,-73.97581205391097,40.82139659237807,12.0
cell_3_0,cell_3_0,-169.22805959830987,-73.99780343127665,40.81445381285578,12.0
cell_4_0,cell_4_0,-175.5658402360612,-73.98432389528324,40.82230724911338,12.0
cell_4_0,cell_4_0,-152.98835767146375,-73.99626385583922,40.786549610404634,12.0
cell_4_0,cell_4_0,-131.04469265927003,-74.00501666714342,40.78931599894937,12.0
cell_4_0,cell_4_0,-163.06410783729146,-73.98452265926012,40.79134275648425,12.0
cell_4_0,cell_4_0,-165.0889912232038,-73.9817923919785,40.789204519347926,12.0
cell_4_0,cell_4_0,-165.10285990163885,-74.00210201469882,40.77380596020687,12.0
cell_4_0,cell_4_0,-166.62730279717292,-73.99629388170119,40.7729305744574,12.0
cell_4_0,cell_4_0,-132.29200379498553,-74.00707552886206,40.7920547366338,12.0
cell_3_0,cell_3_0,-173.58445935494447,-73.99619415261321,40.82380458375416,12.0
cell_4_0,cell_4_0,-175.4994774816338,-73.97381799123124,40.81667910728627,12.0
cell_4_0,cell_4_0,-172.00864613828992,-73.97336174607398,40.80508579626843,12.0
cell_4_0,cell_4_0,-159.75959936402546,-73.9947581883867,40.78144119687865,12.0
cell_4_0,cell_4_0,-138.77332107436797,-74.00270519718902,40.78845852835876,12.0
cell_4_0,cell_4_0,-155.02558228092477,-74.01444579249788,40.78601784314416,12.0
cell_4_0,cell_4_0,-162.43919411472848,-73.99972714327215,40.80532226170471,12.0
cell_4_0,cell_4_0,-164.7551455291847,-73.98882752313523,40.80328449510479,12.0
cell_4_0,cell_4_0,-136.8042818267519,-74.0050920576485,40.793853794086715,12.0
cell_4_0,cell_4_0,-157.86843623676435,-74.00205623947112,40.78049320847265,12.0
cell_4_0,cell_4_0,-152.70563151094754,-74.01461088313836,40.789353309411176,12.0
cell_2_0,cell_2_0,-168.79091653963917,-73.99204805058481,40.76674120100877,12.0
cell_4_0,cell_4_0,-161.64662813162164,-73.9915916638483,40.78140341799658,12.0
cell_4_0,cell_4_0,-161.52573980094164,-73.99718810993333,40.77858046171939,12.0
cell_4_0,cell_4_0,-162.87744824615135,-73.98478482229686,40.79179037223077,12.0
cell_4_0,cell_4_0,-177.29693990266134,-73.97306553257097,40.82188121813173,12.0
cell_4_0,cell_4_0,-165.35302144423562,-73.98126045530896,40.791834666060936,12.0
cell_4_0,cell_4_0,-140.97790946307632,-74.00885648489577,40.792831544201945,12.0
cell_4_0,cell_4_0,-152.50950187179387,-73.99491976398765,40.79301033164368,12.0
cell_4_0,cell_4_0,-171.9697808674893,-73.98255036924819,40.8128765908979,12.0
cell_4_0,cell_4_0,-165.85493583451637,-73.99239236312822,40.80696728121617,12.0
cell_4_0,cell_4_0,-173.1940751041475,-73.98398339813527,40.81642524577743,12.0
cell_4_0,cell_4_0,-171.19016636262833,-73.97414580097372,40.803180481392275,12.0
cell_4_0,cell_4_0,-176.07200907317588,-73.9692422148282,40.815056220009374,12.0
cell_4_0,cell_4_0,-164.03598833877805,-73.98335829221622,40.78912359643106,12.0
cell_4_0,cell_4_0,-139.0996533036319,-74.00219421075383,40.78862955503238,12.0
cell_4_0,cell_4_0,-163.65874068393543,-74.01500708330249,40.77733261869864,12.0
cell_4_0,cell_4_0,-167.79555605775863,-73.990920999655,40.77310604663806,12.0
cell_4_0,cell_4_0,-136.38182445328334,-74.00773566983845,40.78987305472873,12.0
cell_4_0,cell_4_0,-174.7205322394178,-73.98452329462303,40.82027417387246,12.0
cell_4_0,cell_4_0,-172.42784772859093,-73.98534540637432,40.81534263744462,12.0
cell_4_0,cell_4_0,-165.49768686929758,-73.9969564701021,40.774219867102325,12.0
cell_4_0,cell_4_0,-170.61716755177451,-73.97794505746346,40.80598919523422,12.0
cell_4_0,cell_4_0,-158.81350450402712,-73.99034527463856,40.79507404891597,12.0
cell_4_0,cell_4_0,-149.97384527661666,-74.00402845137377,40.78472276312502,12.0
cell_4_0,cell_4_0,-157.26952721817997,-74.00010358148381,40.78132260886543,12.0
cell_4_0,cell_4_0,-155.36899688102307,-74.00509366407783,40.78195838307911,12.0
cell_4_0,cell_4_0,-177.54144612916124,-73.96862216149981,40.81981396511548,12.0
cell_4_0,cell_4_0,-166.5124353846814,-73.99109210622225,40.8073152403526,12.0
cell_4_0,cell_4_0,-145.01379558737077,-74.01084114087874,40.79111764366875,12.0
cell_3_0,cell_3_0,-171.48070596341495,-73.99579645235004,40.8182362683997,12.0
cell_4_0,cell_4_0,-153.75606358400915,-74.00908533995657,40.78357832727778,12.0
cell_4_0,cell_4_0,-161.88574092579,-74.00983428379857,40.77757386527897,12.0
cell_4_0,cell_4_0,-172.6279982621793,-73.98220185168604,40.81419870166644,12.0
cell_4_0,cell_4_0,-164.58560435213795,-73.99656547115636,40.80687409401982,12.0
cell_4_0,cell_4_0,-166.559105899033,-73.9923854022496,40.77434965496458,12.0
cell_4_0,cell_4_0,-172.2703006801397,-73.98344600507001,40.81405603195811,12.0
cell_4_0,cell_4_0,-173.01277554249344,-73.9844762076542,40.81624079378054,12.0
cell_3_0,cell_3_0,-173.81990013639643,-73.99461756663987,40.823447434495804,12.0
cell_3_0,cell_3_0,-168.15717427910434,-73.99982851817241,40.81384905627724,12.0
cell_4_0,cell_4_0,-165.1536692347912,-73.99102925848958,40.777016504541244,12.0
cell_4_0,cell_4_0,-151.58390013974565,-73.99817473377898,40.785946908445425,12.0
cell_4_0,cell_4_0,-151.4860010374399,-74.00035564313363,40.7974861686062,12.0
cell_4_0,cell_4_0,-167.5916530569212,-73.98300940803672,40.80355329065068,12.0
cell_4_0,cell_4_0,-167.63027926703316,-73.98182076990614,40.80235835094297,12.0
cell_3_0,cell_3_0,-174.46055814398738,-73.99165726969103,40.82323050780206,12.0
cell_4_0,cell_4_0,-164.48685272872567,-73.98376500432856,40.78566463411225,12.0
cell_4_0,cell_4_0,-158.043280595413,-73.99223572917133,40.78554290574303,12.0
cell_2_0,cell_2_0,-166.27463278806323,-73.99914425406628,40.77002531324355,12.0
cell_4_0,cell_4_0,-162.73695007436478,-74.01345318614668,40.7777662511779,12.0
cell_4_0,cell_4_0,-154.93014450186092,-74.00528698834613,40.8000878509492,12.0
cell_4_0,cell_4_0,-168.17368176003873,-73.9918472397848,40.810188763839456,12.0
cell_4_0,cell_4_0,-144.7348381676623,-74.00351432458362,40.78667239564449,12.0
cell_2_0,cell_2_0,-152.8108559974015,-74.01172468347224,40.754814295556685,12.0
cell_2_0,cell_2_0,-149.31742840507735,-74.02790065229077,40.75849981295067,12.0
cell_2_0,cell_2_0,-162.7222343552396,-74.0138295784707,40.77377374031321,12.0
cell_2_0,cell_2_0,-160.5363869644795,-74.01363549877792,40.77159960405463,12.0
cell_2_0,cell_2_0,-162.7684660215313,-74.00082272506828,40.75552189462699,12.0
cell_2_0,cell_2_0,-165.9588984653414,-73.9961333027912,40.763832828804894,12.0
cell_2_0,cell_2_0,-165.95991048581698,-73.99576013082417,40.76239849913249,12.0
cell_2_0,cell_2_0,-168.35787230361632,-73.99203875340002,40.75468468127444,12.0
cell_2_0,cell_2_0,-163.67180030280443,-74.00614302749933,40.77158563406154,12.0
cell_2_0,cell_2_0,-162.73894638891937,-74.01918718108215,40.77449745269606,12.0
cell_2_0,cell_2_0,-169.2295602210926,-73.99038878467643,40.75442279983734,12.0
cell_2_0,cell_2_0,-166.30684811443484,-74.0210137326226,40.740678723463255,12.0
cell_2_0,cell_2_0,-159.4409435144633,-74.00544678811835,40.7545059808885,12.0
cell_2_0,cell_2_0,-144.62114819786532,-74.01447127945819,40.75757745603526,12.0
cell_2_0,cell_2_0,-153.32114539216093,-74.02696960175285,40.75358379485028,12.0
cell_2_0,cell_2_0,-160.16650525455415,-74.01091796750393,40.770207261307156,12.0
cell_2_0,cell_2_0,-163.43802220820527,-74.00697208451926,40.77179187421509,12.0
cell_2_0,cell_2_0,-157.7571630210996,-74.01654332605115,40.77003205024274,12.0
cell_9_0,cell_9_0,-161.50381878974963,-74.02299077520549,40.77391929863905,12.0
cell_2_0,cell_2_0,-161.22338917601684,-74.00790404976942,40.769609329525586,12.0
cell_2_0,cell_2_0,-160.82743343445355,-74.01826568851254,40.746434612800755,12.0
cell_2_0,cell_2_0,-163.4602848686831,-74.00131443110406,40.75261182945547,12.0
cell_2_0,cell_2_0,-163.86468777398156,-74.00705196649643,40.772402888781215,12.0
cell_2_0,cell_2_0,-161.14038656052122,-74.00892335453514,40.770161338537726,12.0
cell_2_0,cell_2_0,-158.4534175670613,-74.01835437107535,40.770776192224645,12.0
cell_2_0,cell_2_0,-134.04594235396723,-74.01709355707757,40.760412898607726,12.0
cell_2_0,cell_2_0,-159.10533833966232,-74.0047012677495,40.76213818774949,12.0
cell_10_0,cell_10_0,-157.246404796065,-74.0285143668801,40.75136099424599,12.0
cell_2_0,cell_2_0,-163.22972302072063,-74.01755210617911,40.74422180938935,12.0
cell_2_0,cell_2_0,-163.75081702422221,-74.02005502343575,40.743584681173076,12.0
cell_2_0,cell_2_0,-154.522663350728,-74.00934042703139,40.756055463430485,12.0
cell_2_0,cell_2_0,-141.66837485973872,-74.0176992015067,40.756200368611296,12.0
cell_2_0,cell_2_0,-169.04268859145043,-74.00039341088478,40.742397343599734,12.0
cell_2_0,cell_2_0,-159.32082840747796,-74.0062755273739,40.76560934785027,12.0
cell_2_0,cell_2_0,-166.518151379684,-74.00125914274616,40.74656923123993,12.0
cell_2_0,cell_2_0,-165.84670912790375,-73.99957532862443,40.74955333934228,12.0
cell_2_0,cell_2_0,-167.3868117556221,-73.99307162305993,40.75937298978688,12.0
cell_2_0,cell_2_0,-147.02286254919753,-74.02026287454841,40.76486591290286,12.0
cell_2_0,cell_2_0,-155.38378835243338,-74.01482616971398,40.751173132572376,12.0
cell_2_0,cell_2_0,-160.65180036937764,-74.00862222984843,40.76942337540008,12.0
cell_2_0,cell_2_0,-162.82622297830892,-74.01386650004476,40.77389024678544,12.0
cell_2_0,cell_2_0,-160.66491057253094,-74.00269954986423,40.76059591103732,12.0
cell_2_0,cell_2_0,-151.23570182969803,-74.01106724837794,40.76175271613353,12.0
cell_2_0,cell_2_0,-164.1033720535692,-73.99853918945763,40.75701205035101,12.0
cell_2_0,cell_2_0,-167.22914535258087,-73.99795927752108,40.74824242985707,12.0
cell_2_0,cell_2_0,-166.42442470433383,-73.99723426180019,40.767873001612,12.0
cell_2_0,cell_2_0,-162.029687953125,-74.00514038676845,40.76845813798333,12.0
cell_2_0,cell_2_0,-165.54834207237587,-74.01543365042166,40.74189415385025,12.0
cell_2_0,cell_2_0,-132.4553043389014,-74.02253642734969,40.75933892575253,12.0
cell_2_0,cell_2_0,-167.12678830309565,-74.00424854614278,40.743495249301986,12.0
cell_2_0,cell_2_0,-127.25596135195471,-74.0180214812324,40.7599530725948,12.0
cell_2_0,cell_2_0,-163.31405513384107,-73.99952627508095,40.75763258261201,12.0
cell_2_0,cell_2_0,-162.11977927379576,-74.00114244968752,40.76177308658807,12.0
cell_2_0,cell_2_0,-163.4779572877216,-74.00358308961134,40.76926587104826,12.0
cell_2_0,cell_2_0,-159.0927729576198,-74.01803063825963,40.74788262498585,12.0
cell_2_0,cell_2_0,-158.80002186397928,-74.00981002513232,40.7682251814963,12.0
cell_2_0,cell_2_0,-158.29617627025632,-74.01021716454177,40.75112471456651,12.0
cell_2_0,cell_2_0,-157.64283707449493,-74.00660294353028,40.755898861125345,12.0
cell_2_0,cell_2_0,-158.72593253477228,-74.00889417182697,40.76748161235975,12.0
cell_9_0,cell_9_0,-163.87385895565535,-74.02176075229292,40.7764272585868,12.0
cell_2_0,cell_2_0,-159.25267465785407,-74.0048731783632,40.75604919298192,12.0
cell_2_0,cell_2_0,-156.2793226403037,-74.01348224269908,40.751065762370466,12.0
cell_2_0,cell_2_0,-164.88565801948766,-73.99715071368801,40.76019836647737,12.0
cell_2_0,cell_2_0,-159.10850343229973,-74.006375019137,40.75371130663616,12.0
cell_2_0,cell_2_0,-160.23243926299554,-74.00331437268711,40.76144640865995,12.0
cell_2_0,cell_2_0,-163.69690956133792,-74.00817932485937,40.77279334007701,12.0
cell_2_0,cell_2_0,-157.06879621324447,-74.01759770787788,40.76970870245847,12.0
cell_2_0,cell_2_0,-168.1575224360305,-73.99406096729292,40.750969548095085,12.0
cell_2_0,cell_2_0,-126.97810805728639,-74.0182694942826,40.75880596142032,12.0
cell_2_0,cell_2_0,-158.52399551528453,-74.01406355341643,40.74911848906704,12.0
cell_2_0,cell_2_0,-143.65799674474803,-74.02259794059373,40.763280710002036,12.0
cell_2_0,cell_2_0,-165.09411324298551,-73.99758821825918,40.75509662137911,12.0
cell_2_0,cell_2_0,-154.61776103302807,-74.01493663209604,40.75163330094035,12.0
cell_10_0,cell_10_0,-151.7039134347404,-74.02882967972074,40.757066358019145,12.0
cell_2_0,cell_2_0,-161.63997555355098,-74.01542418280705,40.77305148945632,12.0
cell_2_0,cell_2_0,-137.86101035366232,-74.02099447575455,40.75678006857172,12.0
cell_2_0,cell_2_0,-149.64716079127714,-74.02808551328155,40.76060510674346,12.0
cell_2_0,cell_2_0,-155.27313943754723,-74.02470154061781,40.75118058595437,12.0
cell_2_0,cell_2_0,-166.0368571902979,-73.995700971139,40.762705370686255,12.0
cell_2_0,cell_2_0,-153.83427472442736,-74.01434655569105,40.75236412310776,12.0
cell_2_0,cell_2_0,-166.00392317962564,-73.99556180478136,40.75743590917644,12.0
cell_2_0,cell_2_0,-163.28405751922622,-74.0183130736765,40.74411155987062,12.0
cell_2_0,cell_2_0,-165.32477622951387,-73.99697945400904,40.75588070536877,12.0
cell_2_0,cell_2_0,-159.9049530395248,-74.00412985831703,40.763007758841894,12.0
cell_2_0,cell_2_0,-153.23326187151667,-74.01487774594915,40.76661026954044,12.0
cell_2_0,cell_2_0,-166.9267152000281,-74.01834402033904,40.73990540304455,12.0
cell_2_0,cell_2_0,-163.71491774271607,-74.00487331911293,40.77074678632166,12.0
cell_2_0,cell_2_0,-163.74699467607834,-74.02304341230573,40.74377101356044,12.0
cell_2_0,cell_2_0,-164.4934844227473,-74.01822912186823,40.742829697258784,12.0
cell_2_0,cell_2_0,-147.47322980529967,-74.02675035031301,40.76121629553902,12.0
cell_2_0,cell_2_0,-143.62310910282602,-74.01865914762173,40.75540829116189,12.0
cell_2_0,cell_2_0,-153.2498842557718,-74.01142592361147,40.76438445541359,12.0
cell_9_0,cell_9_0,-160.22685920486842,-74.02441212284835,40.77349318054815,12.0
cell_2_0,cell_2_0,-165.0348004110951,-73.99726393377323,40.762598271143936,12.0
cell_9_0,cell_9_0,-164.90601403935074,-74.02157785406992,40.77790993783811,12.0
cell_2_0,cell_2_0,-163.994959895997,-74.02534994527484,40.74386687665455,12.0
cell_2_0,cell_2_0,-162.89347212731343,-74.01292848875613,40.77371658724704,12.0
cell_2_0,cell_2_0,-156.55025693303264,-74.02663931507055,40.75103930649361,12.0
cell_2_0,cell_2_0,-169.20929887577668,-73.98972757257599,40.76111742947332,12.0
cell_2_0,cell_2_0,-163.20477632680402,-74.01966118066058,40.74414845212157,12.0
cell_2_0,cell_2_0,-157.14585267168988,-74.0091250547633,40.75316517268448,12.0
cell_2_0,cell_2_0,-156.17844016493802,-74.02642663826934,40.751222984335634,12.0
cell_2_0,cell_2_0,-168.17763324253787,-74.00377671359925,40.74199585292601,12.0
cell_2_0,cell_2_0,-145.73336633060927,-74.02596194412733,40.757982667622215,12.0
cell_2_0,cell_2_0,-162.7488504424859,-74.01154142015271,40.74599583218541,12.0
cell_2_0,cell_2_0,-149.81319964652593,-74.02812873301268,40.76081081075363,12.0
cell_2_0,cell_2_0,-162.1044041355297,-74.00962992556956,40.77162026771073,12.0
cell_2_0,cell_2_0,-167.49028915013812,-73.99297504982506,40.75791736508372,12.0
cell_2_0,cell_2_0,-165.64616724192268,-74.01102582454305,40.74274569612484,12.0
cell_2_0,cell_2_0,-157.57680797847902,-74.00582649615626,40.75905119024925,12.0
cell_2_0,cell_2_0,-156.25920285662986,-74.02122168717621,40.76926402186842,12.0
cell_4_0,cell_4_0,-164.2563627961694,-74.0155594303986,40.77683809982161,12.0
cell_2_0,cell_2_0,-161.21804800332413,-74.00303890811824,40.75503019540456,12.0
cell_2_0,cell_2_0,-154.34556972366966,-74.01539053228936,40.76746993499557,12.0
cell_2_0,cell_2_0,-150.17639541731967,-74.0241958091943,40.765216290636424,12.0
cell_2_0,cell_2_0,-160.57817858977958,-74.01631857645451,40.77224493396931,12.0
cell_2_0,cell_2_0,-155.58091430989788,-74.01559235622051,40.75080440545436,12.0
cell_2_0,cell_2_0,-152.97313172466727,-74.02455426281435,40.7525474500499,12.0
cell_2_0,cell_2_0,-158.13068493533902,-74.0135202739007,40.74962169471482,12.0
cell_2_0,cell_2_0,-165.10211049026674,-73.99681099231779,40.75977745078486,12.0
cell_2_0,cell_2_0,-165.90005919821908,-74.00025455158564,40.74869500100467,12.0
cell_2_0,cell_2_0,-161.97648682998184,-74.00767734112253,40.7703726528078,12.0
cell_2_0,cell_2_0,-143.29494816548416,-74.01525344837628,40.76182182586083,12.0
cell_2_0,cell_2_0,-153.7206008635381,-74.02534958393422,40.76669491133634,12.0
cell_2_0,cell_2_0,-159.03925010868406,-74.0135721367773,40.77026529813966,12.0
cell_2_0,cell_2_0,-149.86381310336486,-74.01692386370628,40.76556831391483,12.0
cell_9_0,cell_9_0,-158.24932083595183,-74.02478202153345,40.77118215119892,12.0
cell_2_0,cell_2_0,-167.28800512181107,-74.02394378996009,40.739636932923815,12.0
cell_2_0,cell_2_0,-166.77362297336748,-73.99413053873594,40.75972038199159,12.0
cell_2_0,cell_2_0,-165.02519489189464,-74.02264877593053,40.742315723738265,12.0
cell_2_0,cell_2_0,-165.45740296846947,-73.99850465168606,40.751959637773325,12.0
